org,repo,url,number,author,created_at,merged_at,changed_files,commits,additions,deletions,reviews,time_of_first_review,reviewers,hours_open,hours_to_first_review,minutes_to_first_review
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/358",358,"laura-rodriguez","2020-01-23T22:01:57Z","2020-02-24T15:08:48Z",26,11,113,100,9,"2020-01-23T22:06:18Z",[["laura-rodriguez","bradhaverstein-okta"]],761.11,0.07,4.35
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/360",360,"laura-rodriguez","2020-02-20T23:02:50Z","2020-02-28T16:39:16Z",28,18,1371,66,3,"2020-02-27T18:22:39Z",[["bretterer"]],185.61,163.33,9799.82
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/361",361,"laura-rodriguez","2020-02-28T18:49:46Z","2020-03-05T16:54:47Z",6,4,70,3,1,"2020-03-05T16:50:37Z",[["bretterer"]],142.08,142.01,8520.85
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/362",362,"laura-rodriguez","2020-03-02T20:57:00Z","2020-03-05T17:45:17Z",1,2,1,0,1,"2020-03-02T22:28:17Z",[["bretterer"]],68.8,1.52,91.28
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/363",363,"laura-rodriguez","2020-03-04T22:17:38Z","2020-03-05T14:58:42Z",3,1,12,9,1,"2020-03-05T14:54:15Z",[["bretterer"]],16.68,16.61,996.62
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/365",365,"laura-rodriguez","2020-03-23T15:05:35Z","2020-03-23T18:50:21Z",2,2,4,4,1,"2020-03-23T17:31:13Z",[["robertjd"]],3.75,2.43,145.63
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/366",366,"laura-rodriguez","2020-03-24T16:34:49Z","2020-03-25T14:05:15Z",3,5,118,1,2,"2020-03-24T16:48:49Z",[["bradhaverstein-okta","laura-rodriguez"]],21.51,0.23,14
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/368",368,"laura-rodriguez","2020-03-27T15:29:06Z","2020-03-27T16:11:51Z",60,8,1702,188,1,"2020-03-27T15:36:30Z",[["robertjd"]],0.71,0.12,7.4
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/370",370,"laura-rodriguez","2020-04-20T14:41:50Z","2020-04-20T15:46:14Z",1,1,12,3,1,"2020-04-20T15:18:33Z",[["bretterer"]],1.07,0.61,36.72
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/371",371,"vijetmahabaleshwar-okta","2020-04-22T05:46:27Z","2020-04-22T23:13:52Z",1,1,1,0,1,"2020-04-22T20:28:09Z",[["laura-rodriguez"]],17.46,14.7,881.7
